EndDate,EventID,Other,RoadName,StartDate,SvcDept
2016-07-11,RMINRM-201604-0191,"For details, please call 63961385",ROBIN ROAD,2016-04-11,LAND TRANSPORT AUTHORITY
2016-07-02,RMINRM-201604-0022,"For details, please call 63961386",ROCHOR ROAD,2016-04-02,LAND TRANSPORT AUTHORITY
2016-06-22,RMINRM-201604-0455,"For details, please call 63326321",SELETAR EXPRESSWAY,2016-05-23,LAND TRANSPORT AUTHORITY
2016-06-14,RMINRM-201604-0465,"For details, please call 63326321",SELETAR EXPRESSWAY,2016-05-15,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201605-0125,"For details, please call",SELETAR EXPRESSWAY,2016-05-10,LAND TRANSPORT AUTHORITY
2016-06-07,RMINRM-201604-0460,"For details, please call 63326321",SELETAR EXPRESSWAY,2016-05-08,LAND TRANSPORT AUTHORITY
2018-04-30,RMINRM-201604-0721,"For details, please call",SENGKANG CENTRAL,2016-04-30,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0272,"For details, please call 6332 8136",SENGKANG EAST AVENUE,2016-04-18,LAND TRANSPORT AUTHORITY
2016-08-02,RMINRM-201602-0409,"For details, please call",SENGKANG EAST ROAD,2016-02-17,LAND TRANSPORT AUTHORITY
2016-07-30,RMINDL-201603-0048,"For details, please call 63328174",SENGKANG EAST WAY,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0653,"For details, please call 63328174",SENGKANG EAST WAY,2016-04-15,LAND TRANSPORT AUTHORITY
2016-09-30,RMINRM-201602-0665,"For details, please call 6332 8136",SENGKANG EAST WAY,2016-02-29,LAND TRANSPORT AUTHORITY
2016-08-26,RMINRM-201603-0546,"For details, please call",SENGKANG SQUARE,2016-03-17,LAND TRANSPORT AUTHORITY
2016-07-10,RMINRM-201511-0427,"For details, please call",SENGKANG SQUARE,2015-11-30,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201512-0752,"For details, please call 62788245",SENTOSA GATEWAY,2016-01-01,LAND TRANSPORT AUTHORITY
2018-04-30,RMINRM-201604-0713,"For details, please call",SERANGOON AVENUE 2,2016-05-02,LAND TRANSPORT AUTHORITY
2016-06-07,RMINRM-201603-0143,"For details, please call 63961386",SERANGOON ROAD,2016-03-07,LAND TRANSPORT AUTHORITY
2018-12-31,RMINRM-201601-0117,"For details, please call 62616287",SERANGOON ROAD,2016-01-11,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0427,"For details, please call 65946504",SHORT STREET,2016-03-28,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0459,"For details, please call 66030319",SIGLAP LINK,2016-05-02,LAND TRANSPORT AUTHORITY
2017-10-14,RMINRM-201311-0055,"For details, please call 90995590",SIME ROAD,2013-11-15,LAND TRANSPORT AUTHORITY
2016-08-11,RMINRM-201605-0031,"For details, please call 6440629(SITE)",SIMEI STREET 3,2016-05-13,LAND TRANSPORT AUTHORITY
2018-12-31,RMINRM-201601-0116,"For details, please call 62616287",SIMEI STREET 3,2016-01-06,LAND TRANSPORT AUTHORITY
2018-12-31,RMINRM-201512-0525,"For details, please call 62616287",SIMEI STREET 3 (Bus Lane Affected),2015-12-16,LAND TRANSPORT AUTHORITY
2016-06-07,RMINRM-201603-0149,"For details, please call 63961386",SIMS AVENUE,2016-03-07,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0339,"For details, please call 64406298",SIMS WAY,2016-04-01,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0340,"For details, please call 64406298",SIMS WAY,2016-04-01,LAND TRANSPORT AUTHORITY
2016-07-31,RMINRM-201604-0788,"For details, please call 64509310",SIN MING AVENUE,2016-05-06,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0325,"For details, please call 64509310",SIN MING AVENUE,2016-04-16,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0186,"For details, please call 64509310",SIN MING AVENUE,2016-04-13,LAND TRANSPORT AUTHORITY
2016-06-10,RMINRM-201512-0343,"For details, please call",SIN MING AVENUE,2015-12-11,LAND TRANSPORT AUTHORITY
2016-06-10,RMINRM-201512-0344,"For details, please call",SIN MING ROAD,2015-12-11,LAND TRANSPORT AUTHORITY
2016-09-03,RMINRM-201604-0011,"For details, please call",SIRAT ROAD,2016-04-04,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0770,"For details, please call",SIXTH LOK YANG ROAD,2016-04-30,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0775,"For details, please call",SIXTH LOK YANG ROAD,2016-04-30,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0773,"For details, please call",SIXTH LOK YANG ROAD,2016-04-30,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0538,"For details, please call 65919588",SOUTH BRIDGE ROAD (Bus Lane Affected),2016-05-01,LAND TRANSPORT AUTHORITY
2017-03-22,RMINRM-201603-0434,"For details, please call 62957407",STARS AVENUE,2016-03-23,LAND TRANSPORT AUTHORITY
2016-10-01,RMINRM-201604-0039,"For details, please call",STEVENS ROAD,2016-04-04,LAND TRANSPORT AUTHORITY
2016-07-31,RMINRM-201601-0886,"For details, please call",STEVENS ROAD,2016-03-01,LAND TRANSPORT AUTHORITY
2016-05-28,RMINRM-201510-0812,"For details, please call",STEVENS ROAD,2015-11-28,LAND TRANSPORT AUTHORITY
2016-09-30,RMINRM-201605-0032,"For details, please call 63961385",SUNSET AVENUE,2016-05-09,LAND TRANSPORT AUTHORITY
2016-08-01,RMINRM-201601-0740,"For details, please call 6396 1337",SUNSET WAY,2016-02-02,LAND TRANSPORT AUTHORITY
2016-06-15,RMINRM-201311-0804,"For details, please call 65802421",SYED ALWI ROAD,2013-12-05,LAND TRANSPORT AUTHORITY
2016-06-14,RMINRM-201512-0697,"For details, please call",TAI YUAN HEIGHTS,2015-12-23,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0559,"For details, please call 65877643",TAMPINES AVENUE 1,2016-05-01,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0877,"For details, please call",TAMPINES AVENUE 2,2016-04-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0558,"For details, please call 65877643",TAMPINES AVENUE 4,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0434,"For details, please call 65877643",TAMPINES AVENUE 4,2016-05-01,LAND TRANSPORT AUTHORITY
2017-03-22,RMINRM-201603-0636,"For details, please call",TAMPINES AVENUE 4 (Bus Lane Affected),2016-03-22,LAND TRANSPORT AUTHORITY
2017-03-22,RMINRM-201603-0635,"For details, please call",TAMPINES AVENUE 4 (Bus Lane Affected),2016-03-22,LAND TRANSPORT AUTHORITY
2016-06-07,RMINRM-201605-0002,"For details, please call 65878207",TAMPINES CENTRAL 1 (Bus Lane Affected),2016-05-04,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201605-0173,"For details, please call 65551557(SITE)",TAMPINES EXPRESSWAY,2016-05-09,LAND TRANSPORT AUTHORITY
2016-06-02,RMINRM-201604-0444,"For details, please call 6332 8159",TAMPINES EXPRESSWAY,2016-05-03,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0067,"For details, please call 65551557",TAMPINES EXPRESSWAY,2016-05-02,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0245,"For details, please call 65551557",TAMPINES EXPRESSWAY,2016-05-02,LAND TRANSPORT AUTHORITY
2016-06-01,RMINRM-201604-0448,"For details, please call 6332 8159",TAMPINES EXPRESSWAY,2016-05-02,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0943,"For details, please call",TAMPINES EXPRESSWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0071,"For details, please call 65551557",TAMPINES STREET 31,2016-05-02,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0560,"For details, please call 65877643",TAMPINES STREET 91,2016-05-01,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0647,"For details, please call 63328174",TAMPINES STREET 91,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINDL-201603-0045,"For details, please call 63328174",TAMPINES STREET 91,2016-04-15,LAND TRANSPORT AUTHORITY
2017-05-17,RMINRM-201406-0348,"For details, please call 65432842",TANAH MERAH COAST ROAD,2014-06-16,LAND TRANSPORT AUTHORITY
2017-05-31,RMINRM-201406-0372,"For details, please call 65432842",TANAH MERAH FERRY ROAD,2014-06-16,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0537,"For details, please call 65919588",TANJONG PAGAR ROAD (Bus Lane Affected),2016-05-01,LAND TRANSPORT AUTHORITY
2016-07-02,RMINRM-201603-0242,"For details, please call 91259802",TANJONG RHU PLACE,2016-03-03,LAND TRANSPORT AUTHORITY
2016-07-17,RMINRM-201604-0290,"For details, please call",TANJONG RHU ROAD,2016-04-18,LAND TRANSPORT AUTHORITY
2016-07-10,RMINRM-201604-0157,"For details, please call 66030318",TANJONG RHU ROAD,2016-04-11,LAND TRANSPORT AUTHORITY
2016-06-03,RMINRM-201603-0179,"For details, please call 66031027",TANJONG RHU ROAD,2016-03-05,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201601-0831,"For details, please call",TANJONG RHU ROAD,2016-01-27,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0778,"For details, please call",TEBAN GARDENS CRESCENT,2016-04-30,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0776,"For details, please call",TEBAN GARDENS CRESCENT,2016-04-30,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201603-0971,"For details, please call 62788245",TELOK BLANGAH ROAD,2016-04-01,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201603-0970,"For details, please call 62788245",TELOK BLANGAH ROAD,2016-04-01,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201512-0359,"For details, please call 62788245",TELOK BLANGAH ROAD,2016-01-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0506,"For details, please call 66031034",TELOK KURAU ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201602-0442,"For details, please call +6564787611",THOMSON RIDGE (Bus Lane Affected),2016-03-01,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201601-0318,"For details, please call 65946504",THOMSON ROAD,2016-01-19,LAND TRANSPORT AUTHORITY
2016-05-30,RMINRM-201605-0124,"For details, please call 6553 5464",THOMSON ROAD (Bus Lane Affected),2016-05-23,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0645,"For details, please call 63328174",TOA PAYOH CENTRAL,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINDL-201603-0043,"For details, please call 63328174",TOA PAYOH CENTRAL,2016-04-15,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201605-0010,"For details, please call 6332 6505",TOH GUAN ROAD,2016-05-04,LAND TRANSPORT AUTHORITY
2016-08-26,RMINRM-201602-0541,"For details, please call 6396 1337",TUAS AVENUE 9,2016-02-27,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0674,"For details, please call 69332115",TUAS ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0676,"For details, please call 69332115",TUAS ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0679,"For details, please call 69332115",TUAS ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2017-07-31,RMINRM-201602-0334,"For details, please call 65878205",TUAS SOUTH AVENUE 3,2016-02-22,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0134,"For details, please call 63961384",TUAS SOUTH AVENUE 5,2016-04-20,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201511-0803,"For details, please call 6396 1337",TUAS SOUTH STREET 13,2015-12-01,LAND TRANSPORT AUTHORITY
2016-11-01,RMINRM-201203-0126,"For details, please call 69332329",TUAS WEST DRIVE,2012-03-01,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201604-0065,"For details, please call 69332148",TUAS WEST ROAD,2016-04-20,LAND TRANSPORT AUTHORITY
2016-06-26,RMINRM-201605-0052,"For details, please call 64206518",UBI AVENUE 2,2016-05-12,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0518,"For details, please call 64206518",UBI AVENUE 2,2016-04-25,LAND TRANSPORT AUTHORITY
2016-05-30,RMINRM-201604-0306,"For details, please call",ULU PANDAN ROAD,2016-04-16,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0072,"For details, please call 65551557",UPPER CHANGI ROAD EAST,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-30,RMINRM-201603-0375,"For details, please call 65729647",UPPER CHANGI ROAD EAST,2016-03-20,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201603-0475,"For details, please call 65729647",UPPER CHANGI ROAD EAST,2016-03-17,LAND TRANSPORT AUTHORITY
2016-10-30,RMINRM-201605-0017,"For details, please call 65729647",UPPER CHANGI ROAD EAST (Bus Lane Affected),2016-05-03,LAND TRANSPORT AUTHORITY
2016-10-30,RMINRM-201603-0376,"For details, please call 65729647",UPPER CHANGI ROAD EAST (Bus Lane Affected),2016-03-20,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201602-0383,"For details, please call 65729647",UPPER CHANGI ROAD EAST (Bus Lane Affected),2016-02-17,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201601-0347,"For details, please call 65729647",UPPER CHANGI ROAD EAST (Bus Lane Affected),2016-01-14,LAND TRANSPORT AUTHORITY
2017-07-31,RMINRM-201507-0026,"For details, please call 65729647",UPPER CHANGI ROAD EAST (Bus Lane Affected),2015-07-06,LAND TRANSPORT AUTHORITY
2017-07-31,RMINRM-201507-0012,"For details, please call 65729647",UPPER CHANGI ROAD EAST (Bus Lane Affected),2015-07-06,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0075,"For details, please call 65551557",UPPER CHANGI ROAD NORTH,2016-05-02,LAND TRANSPORT AUTHORITY
2016-07-30,RMINDL-201603-0046,"For details, please call 63328174",UPPER CHANGI ROAD NORTH,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0649,"For details, please call 63328174",UPPER CHANGI ROAD NORTH,2016-04-15,LAND TRANSPORT AUTHORITY
2017-01-24,RMINRM-201505-0542,"For details, please call 62430344",UPPER EAST COAST ROAD,2015-05-25,LAND TRANSPORT AUTHORITY
2016-08-21,RMINRM-201603-0542,"For details, please call",UPPER SERANGOON ROAD,2016-03-17,LAND TRANSPORT AUTHORITY
2016-09-10,RMINRM-201603-0326,"For details, please call",UPPER SERANGOON ROAD,2016-03-11,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0544,"For details, please call 65551557(SITE)",UPPER SERANGOON ROAD (Bus Lane Affected),2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0543,"For details, please call 65551557(SITE)",UPPER SERANGOON ROAD (Bus Lane Affected),2016-05-01,LAND TRANSPORT AUTHORITY
2016-06-18,RMINRM-201604-0324,"For details, please call 64509310",UPPER THOMSON ROAD,2016-04-18,LAND TRANSPORT AUTHORITY
2020-06-30,RMINRM-201503-0438,"For details, please call",UPPER THOMSON ROAD,2015-03-22,LAND TRANSPORT AUTHORITY
2019-12-22,RMINRM-201501-0169,"For details, please call",UPPER THOMSON ROAD,2015-01-11,LAND TRANSPORT AUTHORITY
2017-04-30,RMINRM-201604-0486,"For details, please call",UPPER THOMSON ROAD (Bus Lane Affected),2016-04-21,LAND TRANSPORT AUTHORITY
2017-04-30,RMINRM-201604-0487,"For details, please call",UPPER THOMSON ROAD (Bus Lane Affected),2016-04-21,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0394,"For details, please call 64509310",UPPER THOMSON ROAD (Bus Lane Affected),2016-04-21,LAND TRANSPORT AUTHORITY
2017-03-31,RMINRM-201603-0817,"For details, please call",UPPER THOMSON ROAD (Bus Lane Affected),2016-03-21,LAND TRANSPORT AUTHORITY
2017-03-31,RMINRM-201603-0835,"For details, please call",UPPER THOMSON ROAD (Bus Lane Affected),2016-03-21,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201602-0445,"For details, please call +6564787611",UPPER THOMSON ROAD (Bus Lane Affected),2016-03-01,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201601-0028,"For details, please call 64787603",UPPER THOMSON ROAD (Bus Lane Affected),2016-01-04,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201601-0029,"For details, please call 64787603",UPPER THOMSON ROAD (Bus Lane Affected),2016-01-04,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201601-0019,"For details, please call 64787603",UPPER THOMSON ROAD (Bus Lane Affected),2016-01-04,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201601-0027,"For details, please call 64787603",UPPER THOMSON ROAD (Bus Lane Affected),2016-01-04,LAND TRANSPORT AUTHORITY
2016-11-30,RMINRM-201511-0776,"For details, please call 64787603",UPPER THOMSON ROAD (Bus Lane Affected),2015-12-01,LAND TRANSPORT AUTHORITY
2019-08-31,RMINRM-201409-0370,"For details, please call 64787603",UPPER THOMSON ROAD (Bus Lane Affected),2014-09-14,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201605-0155,"For details, please call 63961384",WEST COAST GREEN,2016-05-18,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201605-0153,"For details, please call 63961384",WEST COAST HIGHWAY,2016-05-20,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201605-0004,"For details, please call",WEST COAST HIGHWAY,2016-05-18,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0808,"For details, please call",WEST COAST HIGHWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0807,"For details, please call",WEST COAST HIGHWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0009,"For details, please call 63328174",WEST COAST ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0107,"For details, please call 63328174",WEST COAST ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-14,RMINRM-201604-0301,"For details, please call",WHITLEY ROAD,2016-04-14,LAND TRANSPORT AUTHORITY
2016-07-31,RMINRM-201601-0885,"For details, please call",WHITLEY ROAD,2016-03-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201602-0231,"For details, please call 67056610",WOODLANDS AVENUE 12,2016-02-12,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201605-0128,"For details, please call 67056610",WOODLANDS AVENUE 2,2016-05-07,LAND TRANSPORT AUTHORITY
2017-02-28,RMINRM-201601-0988,"For details, please call 6295 7346",WOODLANDS AVENUE 3,2016-02-01,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201604-0572,"For details, please call",WOODLANDS AVENUE 4,2016-04-27,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201604-0573,"For details, please call",WOODLANDS AVENUE 9,2016-04-27,LAND TRANSPORT AUTHORITY
2016-06-06,RMINRM-201604-0787,"For details, please call SITE",WOODLANDS CENTRE ROAD,2016-05-05,LAND TRANSPORT AUTHORITY
2016-09-22,RMINRM-201603-0502,"For details, please call",WOODLANDS CENTRE ROAD,2016-03-23,LAND TRANSPORT AUTHORITY
2016-09-22,RMINRM-201603-0503,"For details, please call",WOODLANDS CENTRE ROAD,2016-03-23,LAND TRANSPORT AUTHORITY
2016-06-10,RMINRM-201512-0354,"For details, please call",WOODLANDS DRIVE 14,2015-12-11,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201604-0574,"For details, please call",WOODLANDS DRIVE 43,2016-04-27,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201604-0578,"For details, please call",WOODLANDS DRIVE 44,2016-04-27,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201604-0580,"For details, please call",WOODLANDS DRIVE 50,2016-04-27,LAND TRANSPORT AUTHORITY
2016-09-16,RMINRM-201603-0523,"For details, please call",WOODLANDS DRIVE 50,2016-03-17,LAND TRANSPORT AUTHORITY
2016-06-10,RMINRM-201512-0288,"For details, please call",WOODLANDS ROAD,2015-12-11,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0571,"For details, please call 66031012",WOODLANDS ROAD (Bus Lane Affected),2016-03-18,LAND TRANSPORT AUTHORITY
2016-09-22,RMINRM-201603-0513,"For details, please call",WOODLEIGH CLOSE,2016-03-23,LAND TRANSPORT AUTHORITY
2016-12-31,RMINRM-201512-0113,"For details, please call",WOODLEIGH CLOSE (Bus Lane Affected),2015-12-02,LAND TRANSPORT AUTHORITY
2018-12-31,RMINRM-201510-0683,"For details, please call 62616287",WOODSVILLE CLOSE,2015-10-21,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201602-0384,"For details, please call 65729647",XILIN AVENUE,2016-02-18,LAND TRANSPORT AUTHORITY
2017-07-31,RMINRM-201510-0646,"For details, please call 65729647",XILIN AVENUE,2015-10-23,LAND TRANSPORT AUTHORITY
2016-10-30,RMINRM-201605-0001,"For details, please call 65729647",XILIN AVENUE (Bus Lane Affected),2016-05-03,LAND TRANSPORT AUTHORITY
2016-09-22,RMINRM-201603-0504,"For details, please call",YIO CHU KANG ROAD,2016-03-23,LAND TRANSPORT AUTHORITY
2016-09-22,RMINRM-201603-0505,"For details, please call",YIO CHU KANG ROAD,2016-03-23,LAND TRANSPORT AUTHORITY
2016-07-26,RMINRM-201602-0413,"For details, please call",YIO CHU KANG ROAD,2016-02-17,LAND TRANSPORT AUTHORITY
2017-07-31,RMINRM-201602-0363,"For details, please call",YIO CHU KANG ROAD,2016-02-17,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201605-0156,"For details, please call",YIO CHU KANG ROAD (Bus Lane Affected),2016-05-07,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201512-0562,"For details, please call",YISHUN AVENUE 1,2015-12-21,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201512-0560,"For details, please call",YISHUN AVENUE 1,2015-12-21,LAND TRANSPORT AUTHORITY
2016-08-02,RMINRM-201602-0240,"For details, please call",YISHUN AVENUE 4,2016-02-13,LAND TRANSPORT AUTHORITY
2016-06-14,RMINRM-201512-0645,"For details, please call",YISHUN AVENUE 4,2015-12-23,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201512-0563,"For details, please call",YISHUN AVENUE 4,2015-12-21,LAND TRANSPORT AUTHORITY
2016-07-27,RMINRM-201601-0747,"For details, please call 6396 1384",YISHUN AVENUE 5,2016-01-28,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0879,"For details, please call",YISHUN AVENUE 5 (Bus Lane Affected),2016-04-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201605-0138,"For details, please call 62936710",YISHUN AVENUE 7,2016-05-09,LAND TRANSPORT AUTHORITY
2016-09-12,RMINRM-201603-0314,"For details, please call 6396 2102",YISHUN AVENUE 9 (Bus Lane Affected),2016-03-14,LAND TRANSPORT AUTHORITY
2016-09-12,RMINRM-201603-0312,"For details, please call 6396 2102",YISHUN CENTRAL,2016-03-14,LAND TRANSPORT AUTHORITY
2016-07-25,RMINRM-201602-0086,"For details, please call",YISHUN CENTRAL,2016-02-05,LAND TRANSPORT AUTHORITY
2016-07-12,RMINRM-201601-0161,"For details, please call",YISHUN CENTRAL,2016-01-13,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0656,"For details, please call 63328174",YISHUN CENTRAL 1,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINDL-201603-0050,"For details, please call 63328174",YISHUN CENTRAL 1,2016-04-15,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201512-0561,"For details, please call",YISHUN STREET 41,2015-12-21,LAND TRANSPORT AUTHORITY
2016-06-15,RMINRM-201604-0761,"For details, please call",YUAN CHING ROAD,2016-05-09,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0722,"For details, please call 67089602",ZION ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
